1.000000000000000e-02	1.000000e-02	-5.767838e-03
1.071773462536293e-02	1.071773e-02	-5.348417e-03
1.148698354997035e-02	1.148698e-02	-4.895519e-03
1.231144413344916e-02	1.231144e-02	-4.406234e-03
1.319507910772894e-02	1.319508e-02	-3.877372e-03
1.414213562373095e-02	1.414214e-02	-3.305428e-03
1.515716566510398e-02	1.515717e-02	-2.686544e-03
1.624504792712471e-02	1.624505e-02	-2.016475e-03
1.741101126592248e-02	1.741101e-02	-1.290543e-03
1.866065983073614e-02	1.866066e-02	-5.035870e-04
1.999999999999999e-02	2.000000e-02	3.500899e-04
2.143546925072586e-02	2.143547e-02	1.276783e-03
2.297396709994069e-02	2.297397e-02	2.283455e-03
2.462288826689831e-02	2.462289e-02	3.377810e-03
2.639015821545787e-02	2.639016e-02	4.568377e-03
2.828427124746189e-02	2.828427e-02	5.864605e-03
3.031433133020795e-02	3.031433e-02	7.276968e-03
3.249009585424940e-02	3.249010e-02	8.817069e-03
3.482202253184495e-02	3.482202e-02	1.049777e-02
3.732131966147228e-02	3.732132e-02	1.233334e-02
3.999999999999997e-02	4.000000e-02	1.433955e-02
4.287093850145170e-02	4.287094e-02	1.653389e-02
4.594793419988137e-02	4.594794e-02	1.893570e-02
4.924577653379662e-02	4.924577e-02	2.156634e-02
5.278031643091573e-02	5.278032e-02	2.444941e-02
5.656854249492376e-02	5.656854e-02	2.761087e-02
6.062866266041587e-02	6.062866e-02	3.107930e-02
6.498019170849878e-02	6.498019e-02	3.488607e-02
6.964404506368987e-02	6.964404e-02	3.906551e-02
7.464263932294453e-02	7.464264e-02	4.365514e-02
7.999999999999993e-02	8.000000e-02	4.869580e-02
8.574187700290338e-02	8.574188e-02	5.423186e-02
9.189586839976270e-02	9.189587e-02	6.031134e-02
9.849155306759320e-02	9.849155e-02	6.698604e-02
1.055606328618314e-01	1.055606e-01	7.431163e-02
1.131370849898475e-01	1.131371e-01	8.234768e-02
1.212573253208317e-01	1.212573e-01	9.115767e-02
1.299603834169975e-01	1.299604e-01	1.008089e-01
1.392880901273797e-01	1.392881e-01	1.113721e-01
1.492852786458890e-01	1.492853e-01	1.229215e-01
1.599999999999998e-01	1.600000e-01	1.355337e-01
1.714837540058067e-01	1.714838e-01	1.492871e-01
1.837917367995254e-01	1.837917e-01	1.642606e-01
1.969831061351863e-01	1.969831e-01	1.805312e-01
2.111212657236628e-01	2.111213e-01	1.981712e-01
2.262741699796949e-01	2.262742e-01	2.172433e-01
2.425146506416634e-01	2.425147e-01	2.377932e-01
2.599207668339950e-01	2.599208e-01	2.598383e-01
2.785761802547593e-01	2.785762e-01	2.833486e-01
2.985705572917779e-01	2.985705e-01	3.082154e-01
3.199999999999995e-01	3.200000e-01	3.341968e-01
3.429675080116133e-01	3.429675e-01	3.608226e-01
3.675834735990506e-01	3.675835e-01	3.872270e-01
3.939662122703725e-01	3.939662e-01	4.118905e-01
4.222425314473255e-01	4.222425e-01	4.324509e-01
4.525483399593897e-01	4.525483e-01	4.464058e-01
4.850293012833266e-01	4.850293e-01	4.534464e-01
5.198415336679899e-01	5.198416e-01	4.561294e-01
5.571523605095184e-01	5.571523e-01	4.570463e-01
5.971411145835556e-01	5.971411e-01	4.574304e-01
6.399999999999988e-01	6.400000e-01	4.576873e-01
6.859350160232264e-01	6.859350e-01	4.579275e-01
7.351669471981009e-01	7.351670e-01	4.581778e-01
7.879324245407449e-01	7.879324e-01	4.584448e-01
8.444850628946508e-01	8.444850e-01	4.587308e-01
9.050966799187791e-01	9.050967e-01	4.590373e-01
9.700586025666529e-01	9.700586e-01	4.593657e-01
1.039683067335979e+00	1.039683e+00	4.597178e-01
1.114304721019037e+00	1.114305e+00	4.600951e-01
1.194282229167111e+00	1.194282e+00	4.604995e-01
1.279999999999997e+00	1.280000e+00	4.609329e-01
1.371870032046452e+00	1.371870e+00	4.613974e-01
1.470333894396201e+00	1.470334e+00	4.618953e-01
1.575864849081489e+00	1.575865e+00	4.624288e-01
1.688970125789301e+00	1.688970e+00	4.630007e-01
1.810193359837557e+00	1.810193e+00	4.636137e-01
1.940117205133305e+00	1.940117e+00	4.642706e-01
2.079366134671958e+00	2.079366e+00	4.649747e-01
2.228609442038072e+00	2.228609e+00	4.657293e-01
2.388564458334221e+00	2.388564e+00	4.665381e-01
2.559999999999994e+00	2.560000e+00	4.674049e-01
2.743740064092904e+00	2.743740e+00	4.683339e-01
2.940667788792402e+00	2.940668e+00	4.693297e-01
3.151729698162977e+00	3.151730e+00	4.703968e-01
3.377940251578601e+00	3.377940e+00	4.715406e-01
3.620386719675114e+00	3.620387e+00	4.727665e-01
3.880234410266609e+00	3.880234e+00	4.740804e-01
4.158732269343915e+00	4.158732e+00	4.754885e-01
4.457218884076144e+00	4.457219e+00	4.769977e-01
4.777128916668441e+00	4.777129e+00	4.786153e-01
5.000000000000000e+00	5.000000e+00	4.797422e-01
